******** File Generated by Toolkit.Premium coded by © Bigman - a.k.a Daniel Raban ********
~~~~~~~~ This file is best viewed in Microsoft Office Excel ~~~~~~~~
	LineIndex	Name	Level	Damage / M.S.T Lua Ref	Mana	Agility	Distance	TimeDelay	Req.Energy	Req.Level	Property	UseType	Brand	Req.Status[0]	Req.Status[1]	Req.Status[2]	Req.Status[3]	Req.Status[4]	Req.Status[5]	DW	BK	ELF	MG	DL	SUM	RF	GL	IconIndex	SkillType	v1	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v18	v19	v20	v21	v22	v23	v24	v25	v26	v27	v28
	234	Recovery	100	0	40	10	6	0	37	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	234	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	-1	-1	-1	-1	100
	235	Multi-Shot	100	40	10	7	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1280	2	-1	200	-1	105
	236	Flame Strike	100	140	20	25	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	512	1	-1	200	-1	135
	237	Gigantic Storm	220	110	120	10	6	0	118	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	3	-1	250	-1	115
	238	Chaotic Diseier	100	190	50	15	6	0	16	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	-1	150	-1	105
	239	Doppeganger Self Explosion	100	140	20	25	3	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	240		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	241		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	242		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	243		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	244		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	245		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	246		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	247		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	248		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	249		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	250		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	251		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	252		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	253		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	254		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	255		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	256		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	257		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	258		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	259		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	260	Killing Blow	0	0	9	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	4	-1	200	-1	155
	261	Beast Uppercut	0	0	9	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	4	-1	200	-1	155
	262	Chain Drive	150	0	15	20	4	700	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1794	-1	-1	-1	-1	105
	263	Dark Side	180	0	70	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	-1	-1	-1	-1	115
	264	Dragon Roar	150	0	50	30	3	700	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1792	-1	-1	-1	-1	100
	265	Dragon Slasher	200	0	100	100	4	3000	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1794	-1	-1	-1	-1	100
	266	Ignore Defense	120	0	50	10	3	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	266	1	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	2	1	0	1	0	-1	-1	-1	-1	100
	267	Increase Health	80	0	50	10	7	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	267	1	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	2	1	0	1	0	-1	-1	-1	-1	100
	268	Increase Block	50	0	50	10	7	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	268	1	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	2	1	0	1	0	-1	-1	-1	-1	100
	269	Charge	0	90	20	15	4	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	-1	-1	-1	-1	100
	270	Phoenix Shot	0	0	30	0	4	1200	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	-1	200	-1	125
	271	Spin Step	83	100	12	0	2	500	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	271	0	0	0	0	0	0	0	0	150	0	0	0	0	1	0	0	0	0	0	0	1024	2	-1	-1	-1	100
	272	Circle Shield	220	0	100	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	272	1	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	2	0	0	0	2048	2	-1	-1	-1	100
	273	Obsidian	74	0	50	50	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	273	1	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	3	0	0	0	0	1	-1	-1	-1	100
	274	Magic Pin	30	80	30	20	2	500	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	274	0	0	0	0	44	1	0	0	44	1	0	0	0	1	0	0	0	0	0	0	1024	2	-1	-1	-1	100
	275	Clash	0	50	50	50	6	10000	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	-1	-1	-1	100
	276	Harsh Strike	74	100	12	0	3	500	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	276	0	0	0	0	150	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1024	1	-1	30	-1	110
	277	Shining Peak	92	70	50	20	4	500	49	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1024	1	-1	-1	-1	110
	278	Wrath	66	0	100	50	0	60000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	278	1	0	0	0	200	0	0	0	200	0	0	0	0	0	218	0	2	0	0	0	2	2	-1	-1	-1	100
	279	Breche	44	400	40	20	3	500	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1026	2	-1	-1	-1	110
	280	Explosion	0	50	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	110
	281	Magic Pin Explosion	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	282		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	283		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	284		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	285		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	286		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	287		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	288		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	289		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	290		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	291		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	292		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	293		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	294		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	295		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	296		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	297		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	298		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	299		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	300	Durability Reduction (1)	0	37	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	301	PvP Defence Rate Increase	0	12	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	302	Maximum SD increase	0	13	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	303	Auto Mana Recovery Increase	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	304	Poison Resistance Increase	0	1	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	305	Durability Reduction (2)	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	306	SD Recovery Speed Increase	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	307	Automatic HP Recovery Increase	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	308	Lightning Resistance Increase	0	1	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	309	Defense Increase	0	16	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	310	Automatic AG Recovery Increase	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	311	Ice Resistance Increase	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	312	Durability Reduction (3)	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	5	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	313	Defense Success Rate Increase	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	5	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	314	Cast Invincibility	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	6	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	315	Armor Set Bonus Increase	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	6	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	316	Vengeance	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	6	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	317	Energy Increase	0	40	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	7	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	318	Stamina Increase	0	40	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	7	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	319	Agility Increase	0	40	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	7	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	320	Strength Increase	0	40	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	7	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	321	Wing of Storm Absorption PowUp	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	322	Wing of Storm Defense PowUp	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	323	Iron Defense	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	6	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	324	Wing of Storm Attack PowUp	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	325	Attack Success Rate Increase	0	13	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	326	Cyclone Strengthener	0	4	9	0	2	0	0	0	4	4	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	-1	30	-1	165
	327	Slash Strengthener	0	40	10	0	2	0	0	0	4	4	23	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	-1	30	-1	185
	328	Falling Slash Strengthener	0	17	9	0	3	0	0	0	4	4	19	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	28	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	-1	30	-1	180
	329	Lunge Strengthener	0	17	9	0	2	0	0	0	4	4	20	0	0	0	0	0	0	0	3	0	0	0	0	0	3	2	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	-1	30	-1	170
	330	Twisting Slash Strengthener	0	40	10	10	2	0	0	0	4	4	41	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	512	1	-1	40	-1	150
	331	Rageful Blow Strengthener	170	22	25	22	3	0	0	0	3	4	42	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	512	1	-1	150	-1	125
	332	Twisting Slash Mastery	0	1	22	20	2	0	0	0	4	4	330	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	-1	40	-1	150
	333	Rageful Blow Mastery	170	1	50	30	3	0	0	0	3	4	331	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	512	1	-1	150	-1	125
	334	Maximum Life Increase	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	4	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	335	Weapon Mastery	0	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	336	Slash Strengthener	160	22	15	13	3	0	0	0	4	4	43	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	512	1	-1	150	-1	105
	337	Strike of Destruction Power Up	100	22	30	24	5	0	0	0	2	4	232	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	512	1	-1	150	-1	135
	338	Maximum Mana Increase	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	5	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	339	Death Stab Proficiency	160	22	30	26	3	0	0	0	4	4	336	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	1	-1	150	-1	105
	340	Strike of Destruction Proficienc	121	22	30	24	5	0	0	0	2	4	337	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	512	1	-1	150	-1	135
	341	Maximum AG Increase	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	6	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	342	Death Stab Mastery	160	7	30	26	3	0	0	0	4	4	339	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	1	-1	150	-1	105
	343	Strike of Destruction Mastery	100	22	30	24	5	0	0	0	2	4	340	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	512	1	-1	150	-1	135
	344	Blood Storm	0	25	87	29	3	5000	0	0	4	4	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	8	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	512	1	-1	200	-1	138
	345	Combo Strengthener	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	346	Blood Storm Strengthener	0	5	95	31	3	3000	0	0	4	4	344	0	0	0	0	0	0	0	3	0	3	0	0	0	0	9	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	512	1	-1	200	-1	138
	347	Attack Rate	0	14	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	1	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
